"Name","Day","WaterTemp","pH","DO","C","Turb","SolarR","SoilTemp","InstanF","CumF_daily","TN","TP","NitrateN","COD","AmmoniaN"
"10",2023-07-20,23.36,7.408,6.118,400.82,51.64,NA,NA,0.787,256218,1.44,0.5646,NA,23.5,0.1714
"10",2023-07-21,23.58,7.384,6.148,395.14,48.8,NA,NA,1.8306,894844.25,1.7125,0.6076,NA,24.16,0.3042
"10",2023-07-22,23.3,7.3325,5.93,372.94,61.44,NA,NA,1.7968,657169.75,2.2725,0.59825,NA,22.95,0.6018
"10",2023-07-23,24.125,7.3125,5.925,385.525,61.5,NA,NA,68.45825,-1818083.33,3.1375,0.639,NA,20.95,0.958
"10",2023-07-24,24.36,7.336,5.744,375.94,50.175,NA,NA,40.878,349.58,1.915,0.5274,NA,18.82,0.5304
"10",2023-07-25,24.72,7.506,6.574,402.12,81.9,NA,NA,15.448,1542.2,1.46,0.5326,NA,20.58,0.1918
"10",2023-07-26,25.36,7.438,6.074,411.14,138.56,NA,NA,133.37,1893.05,2.534,0.6774,NA,23.86,0.7788
"10",2023-07-27,24.18,7.302,5.722,413.48,28.4,NA,NA,0,54.1000000000004,3.218,0.58,NA,19.8,1.4598
"10",2023-07-28,24.64,7.336,5.97,376.46,56.8,NA,NA,2.662,1497.05,1.214,0.493,NA,18.78,0.2112
"10",2023-07-29,22.74,7.256,5.282,348.66,74.04,NA,NA,157.282,NA,0.976,0.4685,NA,17.9,0.139
"10",2023-07-30,21.86,7.038,4.624,339.52,64.7,NA,NA,0,1822.65,2.58,0.405,NA,17.3,0.341
"10",2023-07-31,22.46,6.94,4.328,362.24,77.16,NA,NA,0,335.4,2.375,0.5282,NA,18.925,0.4296
"10",2023-08-01,23.86,7.108,5.132,362.1,49.68,NA,NA,11.804,667.07,2.244,0.5666,NA,NA,0.4326
"10",2023-08-02,24.4,7.114,4.85,434.04,49.14,NA,NA,409.242,6405.31,6.83,0.5914,NA,30.15,0.7306
"10",2023-08-03,24.62,7.05,5.032,519.42,46.1,NA,NA,315.242,7582.38,14.408,0.3842,NA,26.5,0.2998
"10",2023-08-04,23.9,7.155,5.356,483.38,40.72,NA,NA,162.7425,6126.56,10.505,0.3054,NA,22.9,0.2032
"10",2023-08-05,23.975,7.42,6.575,510.1,42.9,NA,NA,2.36,30617.02,6.5275,0.274,NA,21.275,0.1265
"10",2023-08-06,22.72,7.228,5.386,522.24,49.8,NA,NA,2549.826,14978.76,12.136,0.3544,NA,24.78,0.3546
"10",2023-08-07,NA,6.97,4.13,636.3,36.2,NA,NA,378.37,NA,21.76,NA,NA,NA,NA
"10",2023-08-08,24.4,7.24,5.84,530.35,32,NA,NA,NA,NA,13.485,0.3945,NA,23.6,0.1395
"10",2023-08-09,24.34,7.286,5.452,493.4,40.24,NA,NA,NA,NA,10.442,0.3184,NA,22.42,0.1046
"10",2023-08-10,25.32,7.58,6.556,462.22,48.64,NA,NA,NA,NA,6.914,0.2814,NA,19.6,0.108
"10",2023-08-11,24.76,7.314,5.222,452.68,49.98,NA,NA,NA,NA,7.582,0.4156,NA,21.32,0.384
"10",2023-08-12,22.66,7.068,4.24,371.44,40.04,NA,NA,NA,NA,8.514,0.432,NA,21.78,0.2612
"10",2023-08-13,22.52,7.256,4.482,419.56,35.82,NA,NA,NA,NA,6.0475,0.3992,NA,19.62,0.1246
"10",2023-08-14,22.64,7.278,4.92,454.2,23.82,NA,NA,NA,NA,NA,0.421,NA,19.24,0.104
"10",2023-08-15,24.02,7.47,5.888,428.68,44.56,NA,NA,NA,NA,4.785,0.3746,4.33,18.38,0.1014
"10",2023-08-16,25.05,7.66,6.128,423.34,28.225,NA,NA,0,2477.57000000001,4.04,0.3466,3.765,18,0.07325
"10",2023-08-17,24.68,7.656,6.418,365.18,28.92,NA,NA,2005.646,4595.78,2.684,0.3988,2.344,14.24,0.0784
"10",2023-08-18,24.54,7.604,5.576,409.08,25.8,NA,NA,0.006,6.89999999999418,2.398,0.3794,1.998,54.95,0.1028
"10",2023-08-19,24.46,7.576,5.248,414.64,25.2,NA,NA,0.562,1.95000000001164,1.938,0.3678,1.564,NA,0.115
"10",2023-08-20,24.56,7.6,5.086,427.84,22.16,NA,NA,0,10.6499999999942,1.478,0.3532,1.09,23.6,0.1618
"10",2023-08-21,24,7.608,5.14,399.88,24.12,NA,NA,0,494.020000000004,0.966,0.4034,0.584,23.32,0.0884
"10",2023-08-22,20.82,7.236,4.474,390.96,38.06,NA,NA,206.544,6618.72,11.49,0.7324,6.63666666666667,41.18,1.0142
"10",2023-08-23,21.26,7.062,3.564,442.08,24.56,NA,NA,303.986,6488.20999999999,9.862,0.4734,8.558,33.64,0.6568
"10",2023-08-24,21.04,7.068,3.78,441.4,28.62,NA,NA,131.966,3849.32000000001,15.206,0.6286,7.3,39.12,1.5202
"10",2023-08-25,21.22,6.942,3.01,455.02,19.04,NA,NA,353.648,8501.72,13.272,0.5356,NA,35.3,1.0232
"10",2023-08-26,22.78,7.154,3.858,396.14,13.24,NA,NA,220.262,4496.53999999999,7.64,0.4892,6.725,29.72,0.3478
"10",2023-08-27,23.6,7.33,4.695,398.96,16.06,NA,NA,72.716,3814.39,5.31,0.472,4.876,27.2,0.144
"10",2023-08-28,21.12,7.51,6.258,412.08,4.4,NA,NA,133.494,3282.01000000001,4.958,0.4304,4.446,24.64,0.1854
"10",2023-08-29,20.04,7.47,6.034,422.02,11.06,NA,NA,33.948,36865.99,5.048,0.396,4.75,23.44,0.1192
"10",2023-08-30,19.92,7.454,4.356,398.88,21.72,NA,NA,2753.462,31154.91,5.208,0.4052,4.756,24.92,0.1346
"10",2023-08-31,19.475,7.3875,3.6175,476.96,21.1,NA,NA,191.942,79980.89,9.404,0.682,8.674,36.68,0.2096
"10",2023-09-01,20.8,7.39,3.36,461.725,21.2,NA,NA,7788.79,NA,8.9525,0.59875,8.265,34.35,0.1765
"10",2023-09-04,22.1,7.26,4.73333333333333,335.333333333333,18.9333333333333,NA,NA,NA,NA,5.33333333333333,0.472666666666667,4.84,27.4666666666667,0.188
"10",2023-09-05,22.24,7.262,4.118,376.92,20.24,NA,NA,NA,NA,4.938,0.458,4.44,25.12,0.2336
"10",2023-09-06,22.58,7.246,3.852,376.06,18.36,NA,NA,NA,NA,4.344,0.4648,3.812,25.28,0.3364
"10",2023-09-07,22.78,7.27,4.25,415.84,13.46,NA,NA,NA,NA,3.548,0.4558,2.974,25.54,0.3978
"10",2023-09-08,22.78,7.21,3.458,420.18,13.34,NA,NA,NA,NA,2.84,0.5386,2.026,25.86,0.5768
"10",2023-09-09,22.84,7.214,2.892,427.46,8.36,NA,NA,NA,NA,2.372,0.553,1.426,24.24,0.5774
"10",2023-09-10,22.8,7.236,2.514,414.22,6.8,NA,NA,NA,NA,2.02333333333333,0.511666666666667,1.22666666666667,27,0.529333333333333
"10",2023-09-11,22.54,7.254,2.486,411.02,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2023-09-12,22.14,7.246,2.01,453.84,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2023-09-13,19.78,7.208,3.372,300.68,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2023-09-14,20.54,7.096,3.194,355.5,6.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2023-09-15,24.75,7.28,4.77,396.75,8.8,NA,NA,NA,NA,4.92,0.3955,4.725,16.9,0.088
"10",2023-09-16,22.725,7.17,3.092,399.36,7.56,NA,NA,NA,NA,4.3725,0.3884,3.4875,16.96,0.3652
"10",2023-09-17,22.7,7.356,3.518,410.06,9.36,NA,NA,NA,NA,4.088,0.33875,3.52,16.44,0.1044
"10",2023-09-18,22.4,7.35,3.926,402.42,6.84,NA,NA,NA,NA,3.472,0.317,3.062,16.74,0.0892
"10",2023-09-19,22.42,7.486,4.696,382.22,6.18,NA,NA,NA,NA,3.12,0.2864,2.706,13.56,0.061
"10",2023-09-20,22.36,7.588,5.096,342.34,8.22,NA,NA,NA,NA,2.998,0.2662,2.746,10.02,0.0246666666666667
"10",2023-09-21,22.54,7.548,4.974,353.3,6.78,NA,NA,NA,NA,2.786,0.2392,2.524,12.52,0.0245
"10",2023-09-22,21.94,7.522,4.928,292.86,4.76,NA,NA,NA,NA,2.458,0.218,2.252,10.54,0.016
"10",2023-09-23,21.12,7.552,4.73,254.625,5.4,NA,NA,NA,NA,2.364,0.1948,2.184,8.24,0.045
"10",2023-09-24,21.46,7.586,4.588,269.78,5.64,NA,NA,NA,NA,1.736,0.1864,1.576,8.76,0.074
"10",2023-09-25,22.2,7.594,4.444,287.6,3.88,NA,NA,NA,NA,1.34,0.253,1.16,9.28,NA
"10",2023-09-26,22.66,7.626,3.834,279.1,5.58,NA,NA,NA,NA,1.05,0.3272,0.792,9.96,NA
"10",2023-09-27,21.8,7.61,3.29,283.333333333333,6.33333333333333,NA,NA,NA,NA,0.926666666666667,0.312333333333333,0.71,10,NA
"10",2023-09-28,22.5333333333333,7.93666666666667,6.26666666666667,237.3,5.13333333333333,NA,NA,NA,NA,1.83666666666667,0.229333333333333,1.34333333333333,8.2,NA
"10",2023-09-29,20.56,7.846,5.216,254.14,5.44,NA,NA,NA,NA,2.75,0.2062,2.474,8.08,0.038
"10",2023-09-30,21.36,7.798,4.416,266.72,5.98,NA,NA,NA,NA,3.46,0.2106,3.136,11.92,0.02325
"10",2023-10-01,21.4,7.804,4.524,274.7,4.56,NA,NA,NA,NA,3.684,0.1892,3.44,8.3,NA
"10",2023-10-02,21.22,7.846,5.364,254.8,5.78,NA,NA,NA,NA,3.716,0.1764,3.502,9.44,NA
"10",2023-10-03,21.44,7.93,5.514,260.04,5.7,NA,NA,NA,NA,3.664,0.1934,3.632,9.4,NA
"10",2023-10-04,22.46,7.8,5.052,240.96,4.7,NA,NA,NA,NA,2.866,0.2352,2.588,9.36,0.151
"10",2023-10-05,21.68,7.884,5.406,248.94,7.12,NA,NA,NA,NA,2.908,0.2086,2.774,8.3,0.081
"10",2023-10-06,22.56,7.924,5.246,274.44,5.62,NA,NA,NA,NA,3.078,0.2228,2.902,8.8,NA
"10",2023-10-07,20.1666666666667,7.705,4.67166666666667,230.816666666667,4.45,NA,NA,NA,NA,2.13833333333333,0.212666666666667,2.005,10.6166666666667,NA
"10",2023-10-08,18.85,7.58333333333333,4.14833333333333,282.3,3.58333333333333,NA,NA,NA,NA,4.64,0.419166666666667,3.84666666666667,23.7166666666667,0.0225
"10",2023-10-09,19.4333333333333,7.41,3.205,306.866666666667,5.71666666666667,NA,NA,NA,NA,8.11,0.6075,6.545,35.2,0.186333333333333
"10",2023-10-10,18.7666666666667,7.245,3.26166666666667,390.016666666667,4.78333333333333,NA,NA,NA,NA,13.7666666666667,0.7005,7.39,40.4333333333333,0.535
"10",2023-10-11,19.1,7.18,2.408,396.66,3.42,NA,NA,NA,NA,9.596,0.6962,6.75333333333333,37,0.4932
"10",2023-10-12,19.0666666666667,7.33833333333333,2.8,391.466666666667,2.33333333333333,NA,NA,NA,NA,9.26666666666667,0.583166666666667,6.93,33.3166666666667,0.233
"10",2023-10-13,18.7333333333333,7.51333333333333,3.30166666666667,449.366666666667,2.31666666666667,NA,NA,NA,NA,8.495,0.502833333333333,8.05166666666667,26.2,0.0818333333333333
"10",2023-10-14,18.5166666666667,7.61333333333333,4.52166666666667,414.4,2.76666666666667,NA,NA,NA,NA,5.735,0.3405,5.56666666666667,15.7833333333333,0.019
"10",2023-10-15,18.2333333333333,7.70166666666667,4.43166666666667,344.833333333333,3.03333333333333,NA,NA,NA,NA,5.46,0.285166666666667,5.15333333333333,12.8166666666667,0.026
"10",2023-10-16,18.0166666666667,7.83833333333333,5.5,344.233333333333,3.68333333333333,NA,NA,NA,NA,5.63833333333333,0.228833333333333,5.48,9.68333333333333,0.0703333333333333
"10",2023-10-17,17.88,7.792,5.238,311.08,2.46,NA,NA,NA,NA,4.745,0.253833333333333,4.488,10.5166666666667,0.0415
"10",2023-10-18,17.6833333333333,7.82833333333333,5.29666666666667,318.15,2.35,NA,NA,NA,NA,5.275,0.275,4.95666666666667,11.8666666666667,0.0558333333333333
"10",2023-10-19,17.8,7.83666666666667,5.44666666666667,345.016666666667,1.96666666666667,NA,NA,NA,NA,4.78,0.242166666666667,4.59666666666667,9.81666666666667,0.0641666666666667
"10",2023-10-20,17.95,7.84833333333333,5.65833333333333,359.55,2.08333333333333,NA,NA,NA,NA,4.845,0.2085,4.575,8.28333333333333,0.0485
"10",2023-10-21,17.95,7.73333333333333,5.17,354.366666666667,1.8,NA,NA,NA,NA,4.68833333333333,0.220666666666667,4.43333333333333,9.38333333333333,0.127833333333333
"10",2023-10-22,16.4333333333333,7.86833333333333,6.11666666666667,247.683333333333,2.26666666666667,NA,NA,NA,NA,3.18,0.183833333333333,3.10833333333333,5.05,0.08
"10",2023-10-23,16.3666666666667,7.91166666666667,6.52166666666667,239.633333333333,1.91666666666667,NA,NA,NA,NA,2.81,0.146833333333333,2.74333333333333,3,NA
"10",2023-10-24,17.2,7.83666666666667,5.92333333333333,216.3,1.75,NA,NA,NA,NA,2.82333333333333,0.162333333333333,2.68666666666667,6,0.049
"10",2023-10-25,18.4,7.754,5.835,289.9,1.38333333333333,NA,NA,NA,NA,3.255,0.2488,2.988,6.12,NA
"10",2023-10-26,18.8,7.87666666666667,5.72,319.983333333333,1.51666666666667,NA,NA,NA,NA,3.91666666666667,0.223666666666667,3.59166666666667,5.34,0.0864
"10",2023-10-27,17.9333333333333,7.83,5.70166666666667,337.1,1.41666666666667,NA,NA,NA,NA,4.26833333333333,0.2225,3.97166666666667,5.58333333333333,0.121833333333333
"10",2023-10-28,16.3166666666667,7.88833333333333,6.57666666666667,223,1.38333333333333,NA,NA,NA,NA,2.445,0.168333333333333,2.49166666666667,4.66666666666667,0.0613333333333333
"10",2023-10-29,16.2666666666667,7.87833333333333,6.14,276.466666666667,1.48333333333333,NA,NA,NA,NA,3.16,0.178833333333333,2.91166666666667,5.4,0.0711666666666667
"10",2023-10-30,16.4166666666667,7.95333333333333,6.36833333333333,303.5,1.13333333333333,NA,NA,NA,NA,4.065,0.158,3.76333333333333,4.275,0.0448333333333333
"10",2023-10-31,16.2666666666667,7.98666666666667,6.60166666666667,247.866666666667,1.33333333333333,NA,NA,NA,NA,3.36333333333333,0.161166666666667,3.10833333333333,4.875,0.0418333333333333
"10",2023-11-01,16.5666666666667,8.07333333333333,7.09833333333333,223,1.21666666666667,NA,NA,NA,NA,2.54166666666667,0.158,2.805,4.93333333333333,0.0382
"10",2023-11-02,16.2166666666667,8.01333333333333,6.65,226.4,1.36666666666667,NA,NA,NA,NA,1.95833333333333,0.157833333333333,1.79833333333333,5.575,0.046
"10",2023-11-03,16.2833333333333,7.925,6.545,251.666666666667,1.11666666666667,NA,NA,NA,NA,3.30666666666667,0.173,2.94666666666667,5.9,0.0703333333333333
"10",2023-11-04,15.2166666666667,8.02,7.245,202.6,1.3,NA,NA,NA,NA,2.07,0.164,2.095,5.26,0.0555
"10",2023-11-05,15.95,7.985,7.355,233.75,1.075,NA,NA,NA,NA,2.63,0.16775,2.6225,4.06666666666667,0.03975
"10",2023-11-06,15.4,7.92666666666667,6.50833333333333,286.716666666667,1.1,NA,NA,NA,NA,3.225,0.184333333333333,2.95,4.32,0.0755
"10",2023-11-07,14.575,7.89,6.9225,208.875,1.2,NA,NA,NA,NA,2.6525,0.15075,2.5225,4.1,0.03
"10",2023-11-08,17,7.96,6.15,234.9,1.15,NA,NA,NA,NA,3.16,0.216,2.8,7.3,0.0685
"10",2023-11-09,14.9333333333333,8.055,7.00833333333333,226.75,1.28333333333333,NA,NA,NA,NA,2.99833333333333,0.157166666666667,2.74333333333333,5.2,0.036
"10",2023-11-10,15.1,7.984,7.264,229.3,10.96,NA,NA,NA,NA,2.774,0.1606,2.576,5.8,0.0692
"10",2023-11-11,15.0333333333333,7.93333333333333,7.14,264.95,42.4166666666667,NA,NA,6.44,6834.84000000003,3.98,0.175333333333333,3.69,6.75,0.0931666666666667
"10",2023-11-12,15.26,8.06,7.408,246,45.42,NA,NA,205.763333333333,5272.81999999995,2.314,0.1676,2.242,5.9,0.04825
"10",2023-11-13,15.76,7.778,6.316,234.52,43.56,NA,NA,38.2166666666667,1842.40000000002,3.164,0.193,2.96,6.16,0.058
"10",2023-11-14,14.8,8.02833333333333,7.07166666666667,203.75,48.7666666666667,NA,NA,33.01,701.309999999998,2.05666666666667,0.138333333333333,1.915,4.025,0.0555
"10",2023-11-15,14.7,8.01666666666667,6.63833333333333,216.566666666667,56,NA,NA,26.3733333333333,903.380000000005,2.2,0.175,2.11833333333333,7.875,0.0923333333333333
"10",2023-11-16,14.3833333333333,8.03666666666667,6.94166666666667,204.266666666667,46.4,NA,NA,1.24166666666667,281.809999999998,2.33666666666667,0.1555,2.07,6.08,0.0845
"10",2023-11-17,14.4833333333333,8.00166666666667,7.26833333333333,243.45,43.8833333333333,NA,NA,15.19,685.22000000003,3.06333333333333,0.1524,2.95666666666667,5.98,0.07
"10",2023-11-18,13.5,7.59,5.055,348.516666666667,81.4166666666667,NA,NA,180.026666666667,2050.56,4.56666666666667,0.389666666666667,3.21,24.9666666666667,0.328333333333333
"10",2023-11-19,14.2833333333333,7.60333333333333,5.855,442.583333333333,52.35,NA,NA,98.6,9924.25,9.41333333333333,0.356333333333333,8.40333333333333,18.8,0.687166666666667
"10",2023-11-20,14.1,7.83333333333333,5.525,371.35,53.7666666666667,NA,NA,1364.08166666667,15467.44,5.76333333333333,0.207,5.80666666666667,9,0.145333333333333
"10",2023-11-21,13.8666666666667,8.08833333333333,6.64166666666667,269.433333333333,68.9666666666667,NA,NA,1844.62333333333,42913.6,3.5,0.137666666666667,3.34333333333333,5.46666666666667,0.0811666666666667
"10",2023-11-22,14.6166666666667,8.07666666666667,6.39333333333333,279.216666666667,54.1333333333333,NA,NA,1528.57333333333,42802.53,4.63,0.155333333333333,4.20166666666667,6.64,0.101166666666667
"10",2023-11-23,13.6,8.03333333333333,6.55666666666667,273.65,53.1833333333333,NA,NA,4248.3,46701.59,3.67833333333333,0.162,3.795,5.4,0.112
"10",2023-11-24,12.9166666666667,7.945,6.58833333333333,330.566666666667,44.8666666666667,NA,NA,2759.55166666667,68378,4.67833333333333,0.174666666666667,4.28166666666667,6.83333333333333,0.1565
"10",2023-11-25,14.25,8.095,7.6,252.366666666667,45.4333333333333,NA,NA,5597.96666666667,40362.9399999999,3.06833333333333,0.135833333333333,3.18166666666667,6.08333333333333,0.0711666666666667
"10",2023-11-26,13.3666666666667,7.94666666666667,6.26333333333333,282.05,53.2666666666667,NA,NA,627.051666666667,24715.5600000001,3.22833333333333,0.164,2.99333333333333,6.31666666666667,0.0865
"10",2023-11-27,13,8.04,6.89166666666667,228.95,47.6333333333333,NA,NA,1611.16833333333,11756.0600000001,3.066,0.1296,2.742,6.21666666666667,0.1018
"10",2023-11-28,13.3166666666667,8.00166666666667,6.85333333333333,237.266666666667,50.7333333333333,NA,NA,182.826666666667,7713.55999999994,3.32666666666667,0.126,3.35,5.3,0.0876666666666667
"10",2023-11-29,13.2333333333333,7.895,6.44,246.75,43.4833333333333,NA,NA,1413.27833333333,16999.76,2.25666666666667,0.150833333333333,2.12166666666667,5.71666666666667,0.114333333333333
"10",2023-11-30,13.4333333333333,7.97333333333333,6.57333333333333,242.666666666667,51.7666666666667,NA,NA,966.826666666667,7870.30999999994,1.98666666666667,0.1775,1.75,6.56666666666667,0.1565
"10",2023-12-01,13.8166666666667,8.07833333333333,7.60333333333333,214.166666666667,38.25,NA,NA,45.7066666666667,4333.31000000006,2.67166666666667,0.136,2.445,5.71666666666667,0.0878333333333333
"10",2023-12-02,14.6166666666667,8.08,8.10666666666667,193.066666666667,37.2333333333333,NA,NA,2048.73666666667,11661.12,1.51166666666667,0.1535,1.505,6.53333333333333,0.0476666666666667
"10",2023-12-03,14.5333333333333,8.03666666666667,7.69,201.283333333333,48.0333333333333,NA,NA,108.376666666667,9606.31999999995,1.30833333333333,0.145166666666667,1.105,5.78333333333333,0.0473333333333333
"10",2023-12-04,14,7.898,7.29,328.96,39.5,NA,NA,2016.086,14522.68,3.248,0.1746,2.634,10.54,0.0414
"10",2023-12-05,13.25,8.13333333333333,7.965,247.466666666667,39.0166666666667,NA,NA,1924.63166666667,16275.13,2.165,0.129,2.04,7.25,0.0408333333333333
"10",2023-12-06,13.5833333333333,8.07833333333333,7.54833333333333,238.22,34.7333333333333,NA,NA,166.351666666667,6173.68999999994,1.67666666666667,0.152666666666667,1.475,6.75,0.043
"10",2023-12-07,13.3666666666667,7.805,6.50166666666667,263.416666666667,40.3833333333333,NA,NA,181.291666666667,2770.56000000006,2.67,0.1698,2.06,7,0.082
"10",2023-12-08,14.5666666666667,7.58166666666667,6.36333333333333,276.533333333333,51.5333333333333,NA,NA,1073.33666666667,22747.75,4.44833333333333,0.202666666666667,4.13,13.0666666666667,0.201833333333333
"10",2023-12-09,15.1166666666667,7.37333333333333,5.1,339.183333333333,59.4833333333333,NA,NA,1972.88833333333,24817.37,5.66833333333333,0.261166666666667,5.10833333333333,14.15,0.239166666666667
"10",2023-12-10,13.75,7.70833333333333,6.32166666666667,289.45,39.3333333333333,NA,NA,79.2983333333333,7937.06999999995,3.80333333333333,0.173,3.48833333333333,8.6,0.111166666666667
"10",2023-12-11,12.7333333333333,7.61833333333333,6.328,271.766666666667,40.96,NA,NA,991.663333333333,25961.3100000001,3.44333333333333,0.144666666666667,3.14333333333333,5.6,0.1325
"10",2023-12-12,12.0333333333333,7.66333333333333,6.28,312.366666666667,43.7,NA,NA,3067.915,40391.75,3.155,0.1845,2.78833333333333,7.28333333333333,0.242666666666667
"10",2023-12-13,12.6333333333333,7.70666666666667,6.82333333333333,318.916666666667,42.2,NA,NA,1700.375,35166.9399999999,2.65166666666667,0.212,2.28833333333333,9.18333333333333,0.165333333333333
"10",2023-12-14,12.5166666666667,7.775,6.67166666666667,290.8,41.05,NA,NA,1962.91,73091.31,3.10833333333333,0.220333333333333,2.56166666666667,7.23333333333333,0.388833333333333
"10",2023-12-15,12.3833333333333,7.68666666666667,6.765,281.55,52.45,NA,NA,2604.79666666667,66172.31,3.015,0.247,2.48666666666667,8.25,0.181333333333333
"10",2023-12-16,11.84,7.674,7.024,294.92,31.86,NA,NA,1877.082,25627.1899999999,3.24,0.1836,2.832,3.85,0.1944
"10",2023-12-17,11.125,7.7075,6.8925,230.425,42,NA,NA,213.634,2919.75,2.2975,0.17225,1.93,4.5,0.15
"10",2023-12-19,12.65,7.575,6.555,248.5,38.2,NA,NA,144.37,7028.12999999989,3.895,0.253,3.095,3.6,0.128
"10",2023-12-20,11.1,7.71,7.09,220.366666666667,43.7166666666667,NA,NA,405.208333333333,5305.87000000011,2.57,0.122166666666667,2.225,NA,0.0785
"10",2023-12-21,10.9833333333333,7.76333333333333,7.05666666666667,250.333333333333,36.7333333333333,NA,NA,0.0866666666666667,139.75,3.54,0.138666666666667,3.13166666666667,3,0.0926666666666667
"10",2023-12-22,9.98333333333333,7.67166666666667,7.03166666666667,266.316666666667,42.6666666666667,NA,NA,1.92333333333333,13,3.54166666666667,0.169,3.01833333333333,6.5,0.149833333333333
"10",2023-12-23,11.4166666666667,7.95666666666667,8.005,279.766666666667,29.1166666666667,NA,NA,3.555,164.120000000112,3.95166666666667,0.147,3.49333333333333,5.375,0.0851666666666667
"10",2023-12-24,12.2666666666667,7.74333333333333,7.9,252.566666666667,21.4166666666667,NA,NA,3.87,275.5,3.07,0.133,2.63333333333333,3.56666666666667,0.0588333333333333
"10",2023-12-25,12.6166666666667,7.74333333333333,6.87166666666667,260.766666666667,25.2166666666667,NA,NA,0,0.379999999888241,3.15,0.127666666666667,2.77166666666667,4.7,0.057
"10",2023-12-26,11.6666666666667,7.785,7.02833333333333,209.483333333333,44.7666666666667,NA,NA,1.03,34.8799999998882,2.43666666666667,0.125666666666667,2.05833333333333,4.7,0.0833333333333333
"10",2023-12-27,11.4333333333333,7.79166666666667,7.90166666666667,235.866666666667,27.5833333333333,NA,NA,5.23,177.740000000224,1.665,0.153833333333333,1.27833333333333,5.06666666666667,0.0835
"10",2023-12-28,10.9666666666667,7.85166666666667,7.46,229.583333333333,31.4,NA,NA,1291.185,30979,2.16666666666667,0.139666666666667,1.80833333333333,4.03333333333333,0.0685
"10",2023-12-29,10.5333333333333,7.62833333333333,6.60833333333333,245.933333333333,28.3333333333333,NA,NA,393.105,2054.25999999978,3.065,0.159166666666667,2.675,4.7,0.125
"10",2023-12-30,10.5,7.65666666666667,6.82833333333333,216.25,33.3,NA,NA,1.50333333333333,105.620000000112,2.56,0.133166666666667,2.18666666666667,3.2,0.113666666666667
